#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TTN	SYNE1	9606.ENSP00000467141	9606.ENSP00000356224	0	0	0	0	0.097	0.071	0	0.677	0.706
B3GAT1	IFNG	9606.ENSP00000433847	9606.ENSP00000229135	0	0	0	0	0.082	0	0	0.694	0.707
CD38	FAS	9606.ENSP00000226279	9606.ENSP00000498466	0	0	0	0	0.061	0	0	0.701	0.707
FAS	CD38	9606.ENSP00000498466	9606.ENSP00000226279	0	0	0	0	0.061	0	0	0.701	0.707
IFNG	B3GAT1	9606.ENSP00000229135	9606.ENSP00000433847	0	0	0	0	0.082	0	0	0.694	0.707
CD3E	HAVCR2	9606.ENSP00000354566	9606.ENSP00000312002	0	0	0	0	0.111	0	0	0.685	0.708
CD4	IL10RA	9606.ENSP00000011653	9606.ENSP00000227752	0	0	0	0	0.253	0	0	0.625	0.708
CTLA4	IL10RA	9606.ENSP00000497102	9606.ENSP00000227752	0	0	0	0	0.158	0	0	0.667	0.708
FOXP3	NCAM1	9606.ENSP00000365380	9606.ENSP00000480132	0	0	0	0	0	0.047	0	0.706	0.708
HAVCR2	CD3E	9606.ENSP00000312002	9606.ENSP00000354566	0	0	0	0	0.111	0	0	0.685	0.708
IL10RA	CD4	9606.ENSP00000227752	9606.ENSP00000011653	0	0	0	0	0.253	0	0	0.625	0.708
IL10RA	CTLA4	9606.ENSP00000227752	9606.ENSP00000497102	0	0	0	0	0.158	0	0	0.667	0.708
IL17RA	IL4	9606.ENSP00000320936	9606.ENSP00000231449	0	0	0	0	0	0	0	0.708	0.708
IL4	IL17RA	9606.ENSP00000231449	9606.ENSP00000320936	0	0	0	0	0	0	0	0.708	0.708
NCAM1	FOXP3	9606.ENSP00000480132	9606.ENSP00000365380	0	0	0	0	0	0.047	0	0.706	0.708
CCR6	CX3CR1	9606.ENSP00000343952	9606.ENSP00000351059	0	0	0	0.814	0.044	0	0.5	0.441	0.709
CCR8	CX3CR1	9606.ENSP00000326432	9606.ENSP00000351059	0	0	0	0.894	0.074	0	0.5	0.421	0.709
CD8A	ZNF683	9606.ENSP00000386559	9606.ENSP00000388792	0	0	0	0	0.435	0	0	0.507	0.709
CX3CR1	CCR8	9606.ENSP00000351059	9606.ENSP00000326432	0	0	0	0.894	0.074	0	0.5	0.421	0.709
CX3CR1	CCR6	9606.ENSP00000351059	9606.ENSP00000343952	0	0	0	0.814	0.044	0	0.5	0.441	0.709
NT5E	PDE3B	9606.ENSP00000257770	9606.ENSP00000282096	0	0	0	0	0	0	0.65	0.203	0.709
PDCD1	TNFRSF18	9606.ENSP00000335062	9606.ENSP00000328207	0	0	0	0	0.166	0	0	0.666	0.709
PDE3B	NT5E	9606.ENSP00000282096	9606.ENSP00000257770	0	0	0	0	0	0	0.65	0.203	0.709
TNFRSF18	PDCD1	9606.ENSP00000328207	9606.ENSP00000335062	0	0	0	0	0.166	0	0	0.666	0.709
ZNF683	CD8A	9606.ENSP00000388792	9606.ENSP00000386559	0	0	0	0	0.435	0	0	0.507	0.709
GZMK	KLRD1	9606.ENSP00000231009	9606.ENSP00000338130	0	0	0	0	0.478	0.046	0	0.465	0.71
KLRD1	GZMK	9606.ENSP00000338130	9606.ENSP00000231009	0	0	0	0	0.478	0.046	0	0.465	0.71
SELL	TIGIT	9606.ENSP00000498227	9606.ENSP00000419085	0	0	0	0	0.086	0	0	0.695	0.71
TIGIT	SELL	9606.ENSP00000419085	9606.ENSP00000498227	0	0	0	0	0.086	0	0	0.695	0.71
CCR7	HAVCR2	9606.ENSP00000246657	9606.ENSP00000312002	0	0	0	0	0.119	0.091	0	0.668	0.711
CD28	CD3G	9606.ENSP00000324890	9606.ENSP00000431445	0	0	0	0	0.497	0	0	0.449	0.711
CD3G	CD28	9606.ENSP00000431445	9606.ENSP00000324890	0	0	0	0	0.497	0	0	0.449	0.711
CXCR4	IFNG	9606.ENSP00000386884	9606.ENSP00000229135	0	0	0	0	0.042	0	0	0.71	0.711
HAVCR2	CCR7	9606.ENSP00000312002	9606.ENSP00000246657	0	0	0	0	0.119	0.091	0	0.668	0.711
IFNG	CXCR4	9606.ENSP00000229135	9606.ENSP00000386884	0	0	0	0	0.042	0	0	0.71	0.711
ATM	BCL2	9606.ENSP00000278616	9606.ENSP00000381185	0	0	0	0	0.11	0	0	0.69	0.712
BCL2	ATM	9606.ENSP00000381185	9606.ENSP00000278616	0	0	0	0	0.11	0	0	0.69	0.712
CD27	KLRB1	9606.ENSP00000266557	9606.ENSP00000229402	0	0	0	0	0.271	0	0	0.621	0.712
CD27	GZMK	9606.ENSP00000266557	9606.ENSP00000231009	0	0	0	0	0.434	0	0	0.512	0.712
FCGR3A	IL10RA	9606.ENSP00000356946	9606.ENSP00000227752	0	0	0	0	0.306	0	0	0.602	0.712
GZMH	KLRB1	9606.ENSP00000216338	9606.ENSP00000229402	0	0	0	0	0.457	0.046	0	0.489	0.712
GZMK	CD27	9606.ENSP00000231009	9606.ENSP00000266557	0	0	0	0	0.434	0	0	0.512	0.712
IGF1R	MYC	9606.ENSP00000497069	9606.ENSP00000478887	0	0	0	0	0.045	0.045	0	0.71	0.712
IL10RA	FCGR3A	9606.ENSP00000227752	9606.ENSP00000356946	0	0	0	0	0.306	0	0	0.602	0.712
KLRB1	GZMH	9606.ENSP00000229402	9606.ENSP00000216338	0	0	0	0	0.457	0.046	0	0.489	0.712
KLRB1	CD27	9606.ENSP00000229402	9606.ENSP00000266557	0	0	0	0	0.271	0	0	0.621	0.712
MYC	IGF1R	9606.ENSP00000478887	9606.ENSP00000497069	0	0	0	0	0.045	0.045	0	0.71	0.712
IL7R	PRF1	9606.ENSP00000306157	9606.ENSP00000398568	0	0	0	0	0.184	0	0	0.663	0.713
PRF1	IL7R	9606.ENSP00000398568	9606.ENSP00000306157	0	0	0	0	0.184	0	0	0.663	0.713
TBX21	TCF7	9606.ENSP00000177694	9606.ENSP00000340347	0	0	0	0	0.106	0.11	0	0.668	0.713
TCF7	TBX21	9606.ENSP00000340347	9606.ENSP00000177694	0	0	0	0	0.106	0.11	0	0.668	0.713
CD19	TBX21	9606.ENSP00000313419	9606.ENSP00000177694	0	0	0	0	0.176	0	0	0.667	0.714
ENTPD1	TIGIT	9606.ENSP00000360250	9606.ENSP00000419085	0	0	0	0	0.111	0	0	0.692	0.714
IL10RA	IL7R	9606.ENSP00000227752	9606.ENSP00000306157	0	0	0	0	0.236	0	0	0.641	0.714
IL17A	PRF1	9606.ENSP00000497968	9606.ENSP00000398568	0	0	0	0	0	0	0	0.714	0.714
IL7R	IL10RA	9606.ENSP00000306157	9606.ENSP00000227752	0	0	0	0	0.236	0	0	0.641	0.714
KLRD1	S1PR5	9606.ENSP00000338130	9606.ENSP00000328472	0	0	0	0	0.442	0	0	0.51	0.714
PRF1	IL17A	9606.ENSP00000398568	9606.ENSP00000497968	0	0	0	0	0	0	0	0.714	0.714
S1PR5	KLRD1	9606.ENSP00000328472	9606.ENSP00000338130	0	0	0	0	0.442	0	0	0.51	0.714
TBX21	CD19	9606.ENSP00000177694	9606.ENSP00000313419	0	0	0	0	0.176	0	0	0.667	0.714
TIGIT	ENTPD1	9606.ENSP00000419085	9606.ENSP00000360250	0	0	0	0	0.111	0	0	0.692	0.714
CD19	CXCR3	9606.ENSP00000313419	9606.ENSP00000362795	0	0	0	0	0.122	0	0	0.688	0.715
CXCR3	CD19	9606.ENSP00000362795	9606.ENSP00000313419	0	0	0	0	0.122	0	0	0.688	0.715
CXCR3	PDCD1	9606.ENSP00000362795	9606.ENSP00000335062	0	0	0	0	0.309	0	0	0.605	0.715
CXCR4	ITGAM	9606.ENSP00000386884	9606.ENSP00000496959	0	0	0	0	0.163	0	0	0.673	0.715
IL2RB	PDCD1	9606.ENSP00000216223	9606.ENSP00000335062	0	0	0	0	0.196	0	0	0.66	0.715
ITGAM	CXCR4	9606.ENSP00000496959	9606.ENSP00000386884	0	0	0	0	0.163	0	0	0.673	0.715
PDCD1	IL2RB	9606.ENSP00000335062	9606.ENSP00000216223	0	0	0	0	0.196	0	0	0.66	0.715
PDCD1	CXCR3	9606.ENSP00000335062	9606.ENSP00000362795	0	0	0	0	0.309	0	0	0.605	0.715
ACTN1	FLNA	9606.ENSP00000377941	9606.ENSP00000358866	0	0	0	0.583	0.314	0.069	0	0.591	0.716
CCR10	CXCR3	9606.ENSP00000332504	9606.ENSP00000362795	0	0	0	0.842	0.067	0	0.5	0.441	0.716
CD27	CD8B	9606.ENSP00000266557	9606.ENSP00000331172	0	0	0	0	0.199	0	0	0.66	0.716
CD3D	CD52	9606.ENSP00000300692	9606.ENSP00000363330	0	0	0	0	0.5	0	0	0.456	0.716
CD3E	FOXP3	9606.ENSP00000354566	9606.ENSP00000365380	0	0	0	0	0.104	0	0	0.696	0.716
CD52	CD3D	9606.ENSP00000363330	9606.ENSP00000300692	0	0	0	0	0.5	0	0	0.456	0.716
CD8B	CD27	9606.ENSP00000331172	9606.ENSP00000266557	0	0	0	0	0.199	0	0	0.66	0.716
CXCR3	IL2RB	9606.ENSP00000362795	9606.ENSP00000216223	0	0	0	0	0.335	0	0	0.591	0.716
CXCR3	CCR10	9606.ENSP00000362795	9606.ENSP00000332504	0	0	0	0.842	0.067	0	0.5	0.441	0.716
FLNA	ACTN1	9606.ENSP00000358866	9606.ENSP00000377941	0	0	0	0.583	0.314	0.069	0	0.591	0.716
FOXP3	CD3E	9606.ENSP00000365380	9606.ENSP00000354566	0	0	0	0	0.104	0	0	0.696	0.716
IL2RB	CXCR3	9606.ENSP00000216223	9606.ENSP00000362795	0	0	0	0	0.335	0	0	0.591	0.716
PRF1	PTPRC	9606.ENSP00000398568	9606.ENSP00000411355	0	0	0	0	0.212	0	0	0.654	0.716
PTPRC	PRF1	9606.ENSP00000411355	9606.ENSP00000398568	0	0	0	0	0.212	0	0	0.654	0.716
TTN	VCL	9606.ENSP00000467141	9606.ENSP00000211998	0	0	0	0	0.066	0	0.4	0.534	0.716
VCL	TTN	9606.ENSP00000211998	9606.ENSP00000467141	0	0	0	0	0.066	0	0.4	0.534	0.716
AIF1	FCGR3A	9606.ENSP00000365227	9606.ENSP00000356946	0	0	0	0	0.367	0	0	0.571	0.717
BCL2	BIRC3	9606.ENSP00000381185	9606.ENSP00000263464	0	0	0	0	0.055	0.051	0	0.71	0.717
BIRC3	BCL2	9606.ENSP00000263464	9606.ENSP00000381185	0	0	0	0	0.055	0.051	0	0.71	0.717
BTLA	PTPRC	9606.ENSP00000333919	9606.ENSP00000411355	0	0	0	0	0.228	0	0	0.649	0.717
CXCR3	ITGA4	9606.ENSP00000362795	9606.ENSP00000380227	0	0	0	0	0.074	0	0	0.707	0.717
FCGR3A	AIF1	9606.ENSP00000356946	9606.ENSP00000365227	0	0	0	0	0.367	0	0	0.571	0.717
IL7R	NCAM1	9606.ENSP00000306157	9606.ENSP00000480132	0	0	0	0	0.044	0	0	0.717	0.717
ITGA4	CXCR3	9606.ENSP00000380227	9606.ENSP00000362795	0	0	0	0	0.074	0	0	0.707	0.717
ITGAM	TBX21	9606.ENSP00000496959	9606.ENSP00000177694	0	0	0	0	0.181	0	0	0.669	0.717
NCAM1	IL7R	9606.ENSP00000480132	9606.ENSP00000306157	0	0	0	0	0.044	0	0	0.717	0.717
PTPRC	BTLA	9606.ENSP00000411355	9606.ENSP00000333919	0	0	0	0	0.228	0	0	0.649	0.717
TBX21	ITGAM	9606.ENSP00000177694	9606.ENSP00000496959	0	0	0	0	0.181	0	0	0.669	0.717
CD38	IL7R	9606.ENSP00000226279	9606.ENSP00000306157	0	0	0	0	0.109	0	0	0.697	0.718
CD3E	IL2RA	9606.ENSP00000354566	9606.ENSP00000369293	0	0	0	0	0.163	0	0	0.677	0.718
IL2RA	CD3E	9606.ENSP00000369293	9606.ENSP00000354566	0	0	0	0	0.163	0	0	0.677	0.718
IL7R	CD38	9606.ENSP00000306157	9606.ENSP00000226279	0	0	0	0	0.109	0	0	0.697	0.718
PLEK	RGS19	9606.ENSP00000234313	9606.ENSP00000378483	0	0	0	0	0.147	0	0	0.683	0.718
RGS19	PLEK	9606.ENSP00000378483	9606.ENSP00000234313	0	0	0	0	0.147	0	0	0.683	0.718
HAVCR2	IL4	9606.ENSP00000312002	9606.ENSP00000231449	0	0	0	0	0	0	0	0.719	0.719
IL4	HAVCR2	9606.ENSP00000231449	9606.ENSP00000312002	0	0	0	0	0	0	0	0.719	0.719
AIF1	ITGB2	9606.ENSP00000365227	9606.ENSP00000380948	0	0	0	0	0.581	0	0	0.358	0.72
B3GAT1	CD38	9606.ENSP00000433847	9606.ENSP00000226279	0	0	0	0	0.042	0	0	0.72	0.72
CD38	B3GAT1	9606.ENSP00000226279	9606.ENSP00000433847	0	0	0	0	0.042	0	0	0.72	0.72
CD52	PTPRC	9606.ENSP00000363330	9606.ENSP00000411355	0	0	0	0	0.49	0	0	0.473	0.72
CD8B	GZMK	9606.ENSP00000331172	9606.ENSP00000231009	0	0	0	0	0.444	0	0	0.517	0.72
FAS	GZMB	9606.ENSP00000498466	9606.ENSP00000216341	0	0	0	0	0.067	0	0	0.713	0.72
FHIT	RASSF1	9606.ENSP00000418582	9606.ENSP00000349547	0	0	0	0	0	0	0	0.72	0.72
GZMB	FAS	9606.ENSP00000216341	9606.ENSP00000498466	0	0	0	0	0.067	0	0	0.713	0.72
GZMK	CD8B	9606.ENSP00000231009	9606.ENSP00000331172	0	0	0	0	0.444	0	0	0.517	0.72
ITGB1	PRKCB	9606.ENSP00000379350	9606.ENSP00000496129	0	0	0	0	0.055	0.045	0.65	0.219	0.72
ITGB2	AIF1	9606.ENSP00000380948	9606.ENSP00000365227	0	0	0	0	0.581	0	0	0.358	0.72
NCAM1	TFRC	9606.ENSP00000480132	9606.ENSP00000376197	0	0	0	0	0.055	0.096	0	0.699	0.72
PRKCB	ITGB1	9606.ENSP00000496129	9606.ENSP00000379350	0	0	0	0	0.055	0.045	0.65	0.219	0.72
PTPRC	CD52	9606.ENSP00000411355	9606.ENSP00000363330	0	0	0	0	0.49	0	0	0.473	0.72
RASSF1	FHIT	9606.ENSP00000349547	9606.ENSP00000418582	0	0	0	0	0	0	0	0.72	0.72
TFRC	NCAM1	9606.ENSP00000376197	9606.ENSP00000480132	0	0	0	0	0.055	0.096	0	0.699	0.72
CCR6	CD27	9606.ENSP00000343952	9606.ENSP00000266557	0	0	0	0	0.117	0	0	0.697	0.721
CCR7	FAS	9606.ENSP00000246657	9606.ENSP00000498466	0	0	0	0	0.064	0	0	0.714	0.721
CD27	CCR6	9606.ENSP00000266557	9606.ENSP00000343952	0	0	0	0	0.117	0	0	0.697	0.721
CXCR3	PTPRC	9606.ENSP00000362795	9606.ENSP00000411355	0	0	0	0	0.139	0	0	0.69	0.721
FAS	CCR7	9606.ENSP00000498466	9606.ENSP00000246657	0	0	0	0	0.064	0	0	0.714	0.721
PTPRC	CXCR3	9606.ENSP00000411355	9606.ENSP00000362795	0	0	0	0	0.139	0	0	0.69	0.721
ATM	NPAT	9606.ENSP00000278616	9606.ENSP00000278612	0	0	0	0	0.205	0.071	0	0.654	0.722
B3GAT1	CCR7	9606.ENSP00000433847	9606.ENSP00000246657	0	0	0	0	0	0	0	0.722	0.722
CCR7	B3GAT1	9606.ENSP00000246657	9606.ENSP00000433847	0	0	0	0	0	0	0	0.722	0.722
NPAT	ATM	9606.ENSP00000278612	9606.ENSP00000278616	0	0	0	0	0.205	0.071	0	0.654	0.722
CD2	IFNG	9606.ENSP00000358490	9606.ENSP00000229135	0	0	0	0	0.258	0	0	0.642	0.723
CD2	KLRD1	9606.ENSP00000358490	9606.ENSP00000338130	0	0	0	0	0.321	0.099	0	0.584	0.723
IFNG	CD2	9606.ENSP00000229135	9606.ENSP00000358490	0	0	0	0	0.258	0	0	0.642	0.723
KLRD1	CD2	9606.ENSP00000338130	9606.ENSP00000358490	0	0	0	0	0.321	0.099	0	0.584	0.723
AIF1	PECAM1	9606.ENSP00000365227	9606.ENSP00000457421	0	0	0	0	0.327	0.045	0	0.606	0.724
B3GAT1	GZMB	9606.ENSP00000433847	9606.ENSP00000216341	0	0	0	0	0.075	0	0	0.714	0.724
B3GAT1	CD2	9606.ENSP00000433847	9606.ENSP00000358490	0	0	0	0	0.059	0	0	0.719	0.724
BCL2	CD38	9606.ENSP00000381185	9606.ENSP00000226279	0	0	0	0	0.065	0	0	0.717	0.724
CD2	B3GAT1	9606.ENSP00000358490	9606.ENSP00000433847	0	0	0	0	0.059	0	0	0.719	0.724
CD38	BCL2	9606.ENSP00000226279	9606.ENSP00000381185	0	0	0	0	0.065	0	0	0.717	0.724
GZMB	B3GAT1	9606.ENSP00000216341	9606.ENSP00000433847	0	0	0	0	0.075	0	0	0.714	0.724
OSBPL5	PLEK	9606.ENSP00000263650	9606.ENSP00000234313	0	0	0	0	0	0	0	0.724	0.724
PECAM1	AIF1	9606.ENSP00000457421	9606.ENSP00000365227	0	0	0	0	0.327	0.045	0	0.606	0.724
PLEK	OSBPL5	9606.ENSP00000234313	9606.ENSP00000263650	0	0	0	0	0	0	0	0.724	0.724
BTLA	CD8A	9606.ENSP00000333919	9606.ENSP00000386559	0	0	0	0	0.14	0	0	0.694	0.725
CD2	TBX21	9606.ENSP00000358490	9606.ENSP00000177694	0	0	0	0	0.32	0.043	0	0.611	0.725
CD5	IL7R	9606.ENSP00000342681	9606.ENSP00000306157	0	0	0	0	0.208	0	0	0.667	0.725
CD8A	BTLA	9606.ENSP00000386559	9606.ENSP00000333919	0	0	0	0	0.14	0	0	0.694	0.725
IL7R	CD5	9606.ENSP00000306157	9606.ENSP00000342681	0	0	0	0	0.208	0	0	0.667	0.725
TBX21	CD2	9606.ENSP00000177694	9606.ENSP00000358490	0	0	0	0	0.32	0.043	0	0.611	0.725
CCR10	CD4	9606.ENSP00000332504	9606.ENSP00000011653	0	0	0	0	0	0.091	0	0.711	0.726
CD3E	GZMK	9606.ENSP00000354566	9606.ENSP00000231009	0	0	0	0	0.447	0	0	0.525	0.726
CD4	CCR10	9606.ENSP00000011653	9606.ENSP00000332504	0	0	0	0	0	0.091	0	0.711	0.726
CD69	HAVCR2	9606.ENSP00000228434	9606.ENSP00000312002	0	0	0	0	0.107	0.091	0	0.69	0.726
CXCR3	IL17A	9606.ENSP00000362795	9606.ENSP00000497968	0	0	0	0	0.064	0	0	0.72	0.726
GZMK	CD3E	9606.ENSP00000231009	9606.ENSP00000354566	0	0	0	0	0.447	0	0	0.525	0.726
HAVCR2	CD69	9606.ENSP00000312002	9606.ENSP00000228434	0	0	0	0	0.107	0.091	0	0.69	0.726
IL17A	CXCR3	9606.ENSP00000497968	9606.ENSP00000362795	0	0	0	0	0.064	0	0	0.72	0.726
